成都佳福餐饮管理有限公司,,顾伟,18981039966,18981039966,4,保密,无,否,否,否,否,否,https://web.tansent.com/100994/
郑州涵宇餐饮管理有限公司,,荣林,13938430000,13938430000,4,保密,无,否,否,否,否,否,https://web.tansent.com/100998/
北京天和顺成餐饮管理有限公司,,杨经理,13120180388,13120180388,4,保密,无,否,否,否,否,否,https://web.tansent.com/101077/
常州凌波餐饮有限公司,,冯叶曼,13775118007,13775118007,4,保密,无,否,否,否,否,否,https://web.tansent.com/97590/
芜湖市丰桥餐饮管理有限公司,,胡女士,13588247845,13588247845,4,保密,无,否,否,否,否,否,https://web.tansent.com/101116/
南通全城通餐饮在线服务有限公司,南通市,夏红艳,18860970670,18860970670,4,保密,无,否,否,否,否,否,https://web.tansent.com/101128/
杭州凯鑫阳餐饮管理有限公司,,胡志辉,18367141639,18367141639,4,保密,无,否,否,否,否,否,https://web.tansent.com/101135/
山西好食谷餐饮管理有限公司,,高,18636941109,18636941109,4,保密,无,否,否,否,否,否,https://web.tansent.com/101160/
马鞍山市久成餐饮管理有限公司,马鞍山、和县、含山,杨之怡,13205556011,13205556011,4,保密,无,否,否,否,否,否,https://web.tansent.com/101175/
武汉金得信餐饮管理有限公司,湖北,万建国,13545237506,13545237506,4,保密,无,否,否,否,否,否,https://web.tansent.com/101195/
凯意莱餐饮集团有限公司,中国,张申元,15063399366,15063399366,4,50,无,否,否,否,否,否,https://web.tansent.com/101387/
武汉万家餐投资管理有限公司,,段秋林,18975860605,18975860605,4,保密,无,否,否,否,否,否,https://web.tansent.com/101441/
福建省惠隆餐饮管理有限公司,,许奕恺,13905985470,13905985470,4,保密,无,否,否,否,否,否,https://web.tansent.com/101574/
长沙食面八方餐饮管理有限公司,,小龙,13975146770,13975146770,4,保密,无,否,否,否,否,否,https://web.tansent.com/101575/
广州市粤岗香食品有限公司,广东省,陈生,18319690088,18319690088,4,保密,无,否,否,否,否,否,https://web.tansent.com/101594/
陕西精正泰安餐饮管理服务有限公司,陕西省榆林市榆阳区,郝总,18891528111,18891528111,4,保密,无,否,否,否,否,否,https://web.tansent.com/101630/
湖南有点味道餐饮管理有限公司,,杨彩萍,18075118094,18075118094,4,保密,无,否,否,否,否,否,https://web.tansent.com/101671/
广州芊程膳食管理有限公司,,李俊德,18122266229,18122266229,4,保密,无,否,否,否,否,否,https://web.tansent.com/101712/
深圳自然派健康管理有限公司,,梁小姐,18025491334,18025491334,4,保密,无,否,否,否,否,否,https://web.tansent.com/101719/
北京优品嘉美餐饮管理有限公司,员工餐，中餐，咖啡厅,满经理,18801090853,18801090853,4,保密,无,否,否,否,否,否,https://web.tansent.com/101872/
南京金菜地餐饮管理有限公司,,周颜,18061631900,18061631900,4,保密,无,否,否,否,否,否,https://web.tansent.com/101941/
安徽万友禾禾餐饮管理有限公司,,江先生,18909641820,18909641820,4,保密,无,否,否,否,否,否,https://web.tansent.com/101980/
海南名轩餐饮管理有限公司,,马亚明,18520517029,18520517029,4,保密,无,否,否,否,否,否,https://web.tansent.com/101992/
武汉香溪源餐饮管理有限公司,,先生,13720217479,13720217479,4,保密,无,否,否,否,否,否,https://web.tansent.com/102131/
东莞市广圆膳食管理服务有限公司,,钟群辉,13929485659,13929485659,4,保密,无,否,否,否,否,否,https://web.tansent.com/102134/
西安简众餐饮服务有限公司,西安市,王琳,13319253260,13319253260,4,保密,无,否,否,否,否,否,https://web.tansent.com/102149/
北京万邦得胜影视传媒有限公司,,杨,13906856066,13906856066,4,保密,无,否,否,否,否,否,https://web.tansent.com/102210/
宿州市德鸿餐饮管理有限公司,宿州市,魏鸿德,18855726893,18855726893,4,保密,无,否,否,否,否,否,https://web.tansent.com/102240/
长沙市添华餐饮管理有限公司,长沙市,贾女士,13874853340,13874853340,4,保密,无,否,否,否,否,否,https://web.tansent.com/102242/
上海诗合餐饮管理有限公司,上海市,李超,13816096339,13816096339,4,保密,无,否,否,否,否,否,https://web.tansent.com/102310/
四川人之厨餐饮管理有限公司,,余先生,15390046697,15390046697,4,保密,无,否,否,否,否,否,https://web.tansent.com/102362/
江苏睿智纵横企业管理有限公司,,杨鑫昊,18961700319,18961700319,4,保密,无,否,否,否,否,否,https://web.tansent.com/102412/
河南三六餐饮有限公司,河南省新乡市经济开发区,刘少华,13949031987,13949031987,4,30,无,否,否,否,否,否,https://web.tansent.com/98779/
芜湖逸轩餐饮管理有限责任公司,全国,何伟,18955311724,18955311724,4,保密,无,否,否,否,否,否,https://web.tansent.com/102435/
北京洪福苑餐饮管理有限公司,山东省北京市,姚哲,13161773999,13161773999,4,5,无,否,否,否,否,否,https://web.tansent.com/102445/
台州启信餐饮有限公司,,周先生,13736291263,13736291263,4,保密,无,否,否,否,否,否,https://web.tansent.com/102461/
泸州食宴餐饮服务有限公司,,伍林波,17360561677,17360561677,4,保密,无,否,否,否,否,否,https://web.tansent.com/102528/
广州乐橙餐饮管理有限公司,南沙周边，番禺周边，东莞，佛山，,陈前,18028628805,18028628805,4,保密,无,否,否,否,否,否,https://web.tansent.com/102224/
陕西鑫福餐饮管理有限公司,,张玮,17719571791,17719571791,4,保密,无,否,否,否,否,否,https://web.tansent.com/102575/
上海养吉餐饮管理有限公司,,唐,13917820290,13917820290,4,保密,无,否,否,否,否,否,https://web.tansent.com/102646/
南昌市味境餐饮管理有限公司,江西省内,张希伟,13627091278,13627091278,4,保密,无,否,否,否,否,否,https://web.tansent.com/102673/
南京六点钟餐饮服务有限公司,全南京,林后忠,13815864193,13815864193,4,保密,无,否,否,否,是,否,https://web.tansent.com/102683/
上海雅遇餐饮管理有限公司,,上海雅遇餐饮管理有限公司,17153488997,17153488997,4,保密,无,否,否,否,否,否,https://web.tansent.com/102706/
湖北山里人家酒店发展有限公司,武汉 孝感 汉川,曾女士,13387614508,13387614508,4,保密,无,否,否,否,否,否,https://web.tansent.com/102772/
贵州龙门品味餐饮管理有限公司,,鄢广谦,15885014877,15885014877,4,保密,无,否,否,否,否,否,https://web.tansent.com/102865/
运城市盐湖区铭鼎酒店管理有限公司,,李荣波,17635298148,17635298148,4,保密,无,否,否,否,否,否,https://web.tansent.com/102893/
上善世嘉(北京)餐饮管理有限公司,全国,张先生,18513852996,18513852996,4,保密,无,否,否,否,否,否,https://web.tansent.com/102952/
武汉鑫零点餐饮管理有限公司,,郑sir,13986116154,13986116154,4,保密,无,否,否,否,否,否,https://web.tansent.com/85887/
潍坊众一餐饮管理有限公司,山东全境,姜先生,15763623750,15763623750,4,保密,无,否,否,否,否,否,https://web.tansent.com/102977/
南京金元宝商务管理有限公司,,陈羽,13705192461,13705192461,4,保密,无,否,否,否,否,否,https://web.tansent.com/103036/
湖州万众餐饮管理服务有限公司,,陈旋,15826904933,15826904933,4,保密,无,否,否,否,否,否,https://web.tansent.com/103098/
郑州瑞之轩餐饮管理有限公司,,李经理,13838317880,13838317880,4,保密,无,否,否,否,否,否,https://web.tansent.com/103174/
苏州市珈裕珈餐饮服务有限公司,江浙沪,吕洪全,17602173258,17602173258,4,保密,无,否,否,否,否,否,https://web.tansent.com/103200/
天津科美餐饮管理有限公司,滨海新区、天津市周边,孙哲,18920630915,18920630915,4,保密,无,否,否,否,否,否,https://web.tansent.com/103248/
武汉大众五味餐饮管理有限公司,,王涛,13607166717,13607166717,4,保密,无,否,否,否,否,否,https://web.tansent.com/103299/
北京食佳一品堂餐饮管理有限公司,,张先生,13911006831,13911006831,4,保密,无,否,否,否,否,否,https://web.tansent.com/103437/
安徽荣洲餐饮服务有限公司,安徽省合肥市,束从海,18656350801,18656350801,4,保密,无,否,否,否,否,否,https://web.tansent.com/103489/
株洲市大地兴发餐饮管理服务有限公司新邵分公司一小服务部,,王磊,15211911195,15211911195,4,保密,无,否,否,否,否,否,https://web.tansent.com/103592/
浙江懋康餐饮管理有限公司,,谢子康,18757130997,18757130997,4,保密,无,否,否,否,否,否,https://web.tansent.com/103594/
苏州东弘餐饮管理服务有限公司,,谢正巍,18551126688,18551126688,4,保密,无,否,否,否,否,否,https://web.tansent.com/103610/
哈尔滨江小白餐饮管理有限公司,黑龙江省,尹立庆,18003664113,18003664113,4,保密,无,否,否,否,否,否,https://web.tansent.com/103627/
深圳中快餐饮集团有限公司,全国,杨晓胜,13430614715,13430614715,4,800,无,否,否,否,否,否,https://web.tansent.com/103672/
南京青成华丰餐饮管理有限公司,,徐利华,13776682257,13776682257,4,保密,无,否,否,否,否,否,https://web.tansent.com/103703/
重庆瑞味滋餐饮管理有限公司,重庆市,腾先生,13508340809,13508340809,4,保密,无,否,否,否,否,否,https://web.tansent.com/103716/
常州高棋餐饮管理有限公司,,汪勇,18915857177,18915857177,4,保密,无,否,否,否,否,否,https://web.tansent.com/103766/
广州华莱士餐饮管理有限公司,珠三角,莫经理,,020-31129469,4,保密,无,否,否,否,否,否,https://web.tansent.com/103815/
济南荣顺餐饮管理有限公司,山东济南市,刘经理,13053458092,13053458092,4,3,无,否,否,否,否,否,https://web.tansent.com/103831/
江苏晓耕餐饮管理有限公司,沭阳，宿迁，淮安，连云港。徐州,唐先生,17005122777,17005122777,4,保密,无,否,否,否,否,否,https://web.tansent.com/103853/
北京绿源轻食餐饮管理有限公司,北京市,陈经理,18515917913,18515917913,4,保密,无,否,否,否,否,否,https://web.tansent.com/103875/
西安乾美餐饮管理有限公司,,刘女士,15829095918,15829095918,4,保密,无,否,否,否,否,否,https://web.tansent.com/103917/
深圳市润沅餐饮服务管理有限公司,,何文杰,13538088998,13538088998,4,保密,无,否,否,否,否,否,https://web.tansent.com/103980/
潍坊市誉安兴餐饮管理有限公司,山东片区,温昌应,18353595168,18353595168,4,保密,无,否,否,否,否,否,https://web.tansent.com/103990/
郑州中汇餐饮服务有限公司,河南省,李孝亮,15838333796,15838333796,4,保密,无,否,否,否,否,否,https://web.tansent.com/104011/
河南缘味源餐饮服务有限公司,河南省,张老师,15637198000,15637198000,4,保密,无,否,否,否,否,否,https://web.tansent.com/104214/
凤凰大唐五谷餐饮管理有限公司,河南，安徽,唐经理,18939482988,18939482988,4,保密,无,否,否,否,否,否,https://web.tansent.com/104218/
马鞍山市华青餐饮管理有限公司,合肥、六安、巢湖,刘涤秽,13033116644,13033116644,4,保密,无,否,否,否,否,否,https://web.tansent.com/104227/
江苏五卫门餐饮管理有限公司,,周渊,13801591818,13801591818,4,保密,无,否,否,否,否,否,https://web.tansent.com/104334/
合肥爆爆椒餐饮管理有限公司,,赵先生,18815605847,18815605847,4,保密,无,否,否,否,否,否,https://web.tansent.com/102313/
广东佳裕餐饮管理有限公司,中国大陆,官小姐,13662995704,13662995704,4,保密,无,否,否,否,否,否,https://web.tansent.com/104399/
广州越强餐饮管理有限公司,,陈工,18026368442,18026368442,4,保密,无,否,否,否,否,否,https://web.tansent.com/104405/
北京蔚嘉尚品餐饮管理有限公司,,张杰颖,18910953598,18910953598,4,保密,无,否,否,否,否,否,https://web.tansent.com/91213/
成都蜀嘟小厨餐饮管理有限公司,,赵经理,13708191288,13708191288,4,保密,无,否,否,否,否,否,https://web.tansent.com/104477/
北京慎独餐饮有限公司,,张静,13910975967,13910975967,4,保密,无,否,否,否,否,否,https://web.tansent.com/104483/
东莞市齐佳欢膳食管理服务有限公司,东莞，江门，中山，深圳，惠州，广州，佛山,富晶,13809645780,13809645780,4,保密,无,否,否,否,否,否,https://web.tansent.com/104499/
河北佳多保餐饮管理有限公司,,史东亮,18332198588,18332198588,4,保密,无,否,否,否,否,否,https://web.tansent.com/104620/
烟台聚缘餐饮管理有限公司,山东省栖霞市经济开发区新疆路77号,张先武,15166843868,15166843868,4,保密,无,否,否,否,否,否,https://web.tansent.com/104662/
江苏蒸味企业管理有限公司,江浙沪,祝经理,18662930806,18662930806,4,保密,无,否,否,否,否,否,https://web.tansent.com/104538/
河南旭达餐饮企业管理咨询有限公司,,梁女士,13676960319,13676960319,4,保密,无,否,否,否,否,否,https://web.tansent.com/104675/
东莞市百润祥膳食管理服务有限公司,珠三角区域,郑良山,13794913551,13794913551,4,保密,无,否,否,否,否,否,https://web.tansent.com/104678/
沈阳鑫盛红餐饮管理有限公司,,马光鑫,15840313719,15840313719,4,保密,无,否,否,否,否,否,https://web.tansent.com/104309/
赤峰品维餐饮企业管理有限公司,,韩智永,13694754005,13694754005,4,保密,无,否,否,否,否,否,https://web.tansent.com/104847/
广州市品多餐饮企业管理咨询有限公司,全国各地,蔡正君,13602473455,13602473455,4,保密,无,否,否,否,否,否,https://web.tansent.com/103531/
四川盛世锦华餐饮管理服务有限公司,省内,邓华东,18048849998,18048849998,4,保密,无,否,否,否,否,否,https://web.tansent.com/104958/
佛山市顺德区乐满家餐饮管理有限公司,珠三角、佛山、顺德,杨先生,18022711664,18022711664,4,保密,无,否,否,否,否,否,https://web.tansent.com/104965/
深圳市华信饮食文化有限公司,广东省,刘生,18923483492,18923483492,4,保密,无,否,否,否,否,否,https://web.tansent.com/105033/
深圳市友人餐饮管理有限公司,,童龙,13986511851,13986511851,4,保密,无,否,否,否,否,否,https://web.tansent.com/105051/
广州六星大厨餐饮管理有限公司,,李文政,13826036289,13826036289,4,保密,无,否,否,否,否,否,https://web.tansent.com/105080/
成都蜂鸟餐饮管理有限公司,,杨迪,15828419204,15828419204,4,保密,无,否,否,否,否,否,https://web.tansent.com/105091/
河南乐活餐饮管理有限公司,河南新乡,张世魁,15225882888,15225882888,4,保密,无,否,否,否,否,否,https://web.tansent.com/105147/
上海乐惠餐饮管理有限公司,,赵丰,17721307646,17721307646,4,保密,无,否,否,否,否,否,https://web.tansent.com/105172/
苏州五饼二鱼餐饮管理有限公司,苏州,13052801928,13052801928,13052801928,4,保密,无,否,否,否,否,否,https://web.tansent.com/105205/
佛山市聚吉餐饮管理服务有限公司,里水镇甘蕉村里水大道中195号,唐生,15918159917,15918159917,4,保密,无,否,否,否,否,否,https://web.tansent.com/105230/
